query_id,comparison_set_id,query_text,consumer_type,weight_price,weight_quality,weight_aesthetics,welfare_optimal_product_id,highest_fee_product_id,has_conflict_for_query,max_welfare,runner_up_welfare,welfare_gap
Qdad1ffcd0e,S00002,"I'm looking for a large bamboo cutting board that looks nice on my counter and won't break the bank, but I also want something that'll actually last and hold up to regular use. Do you have any recommendations that balance good quality with a reasonable price?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q11e5cbf4c4,S00002,"I'm looking for a large bamboo cutting board for meal prep but I don't want to spend a ton of money - what's the best option that won't break the bank? I want something that will actually last and hold up to regular use, though it doesn't have to be fancy.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qe3e1b06d6e,S00002,"I'm looking for a large bamboo cutting board that will really last and handle heavy kitchen prep work. Quality and durability are my main concerns since I use it almost every day, so I'm willing to invest in something that won't warp or crack easily.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qab7509fd8e,S00002,"I'm looking for a large bamboo cutting board that would look really beautiful on my kitchen counter - something that's both functional and looks like a piece of decor when I'm not using it. I want it to look modern and stylish without breaking the bank, and it should be durable enough to last.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q9e9e1aa938,S00002,I'm looking for a large bamboo cutting board that looks nice on my kitchen counter and holds up well with daily use—something that doesn't break the bank but still feels like a quality investment that I'll actually enjoy using.,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qef58bbc207,S00002,"I'm looking for a large bamboo cutting board that won't break the bank since I'm trying to keep costs down. I need something durable that'll last me a while, and it'd be nice if it looked decent on my countertop too.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q1a6a233caf,S00002,"I'm looking for a large bamboo cutting board that will last me years—I want something really durable and well-made, even if it costs a bit more. What's the best quality option you have?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qa3da6567c2,S00002,"I'm looking for a large bamboo cutting board that looks really beautiful on my counter - something that would complement my modern kitchen aesthetic. It needs to be nice quality and hold up well, but I'm hoping to find something that balances nice looks with a reasonable price.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qcf1d1ef7de,S00002,"I'm looking for a large bamboo cutting board that looks nice on my counter and won't break the bank, but I also want something that will actually last and hold up to regular use. What would you recommend?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qb1dbc3a6aa,S00002,I'm looking for a large bamboo cutting board that won't break the bank but still holds up well for daily use. What's a good option that's affordable but won't fall apart on me?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qe7fbfe4c87,S00002,"I'm looking for a high-quality large bamboo cutting board that will last me years of daily kitchen prep work. It needs to be durable and handle heavy use without warping, even if it costs a bit more than cheaper alternatives.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q831f60c95d,S00002,"I'm looking for a large bamboo cutting board that will look beautiful on my kitchen countertop since I use it all the time for meal prep. I want something that's visually stunning as a statement piece, but I'd also like it to be reasonably priced and hold up well in the kitchen.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qd3e645e9c9,S00002,"I'm looking for a large bamboo cutting board that's going to last me a while and look nice on my counter, but I don't want to break the bank. What would you recommend that balances good quality and appearance without costing too much?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qfd5deb2747,S00002,I need a big bamboo cutting board for prepping food and I'm trying to keep costs down - what's the best option that won't break the bank but will still hold up well in the kitchen?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q9aee5cb663,S00002,I need a large bamboo cutting board that will hold up to heavy daily use in my kitchen - durability is really important to me since I do a lot of meal prep. What's the best quality option available?,quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qbdbe5616de,S00002,"I'm looking for a large bamboo cutting board that looks really beautiful on my countertop - something with nice grain patterns that I can actually leave out as part of my kitchen decor. It doesn't have to be the cheapest option, but I want it to look stunning while still being reasonably priced and durable enough for everyday use.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qd89916ccee,S00002,I'm looking for a large bamboo cutting board that won't break the bank but still looks good on my counter and can handle heavy daily use. I want something that's durable and attractive without spending a fortune on it.,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q9ac4a1000c,S00002,"I'm looking for a large bamboo cutting board for my kitchen but I'm on a tight budget - what's a good quality one that won't break the bank? I don't need anything fancy, just something that'll last and do the job without costing me an arm and a leg.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q5b7831f760,S00002,"I'm looking for a really durable large bamboo cutting board that won't warp or splinter over time - I want something that will last me years. Build quality is super important to me, though I'd prefer not to spend a fortune. Aesthetics are nice but honestly I care most about getting a board that actually holds up well.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q3af636d453,S00002,"I'm looking for a large bamboo cutting board that'll look beautiful on my kitchen counter since I like to leave it out as a display piece. It needs to be functional for prep work, but honestly I want something that's going to match my aesthetic and look Instagram-worthy more than anything else. Budget-wise I'd prefer something reasonably priced, but I'm willing to spend a bit more if it's the right look.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qd0885c022a,S00002,"I'm looking for a large bamboo cutting board that looks good on my counter and won't break the bank, but I also want something durable that will last me years in the kitchen. What's a solid option that balances price, quality, and style?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q71d17b170b,S00002,"I need a large bamboo cutting board for my kitchen that won't break the bank - what's a good option that's affordable but still holds up well? I don't need anything fancy looking, just something practical and durable.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q657512770f,S00002,I need a large bamboo cutting board that will last me years - what's the best quality option that won't break the bank? I want something durable that can handle heavy daily use in my kitchen.,quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q5b3f89ae9c,S00002,"I'm looking for a large bamboo cutting board that would look beautiful on my kitchen counter - something that has that natural, warm aesthetic that complements my modern farmhouse style. I want it to be nice quality and reasonably priced, but honestly the look is most important to me since I'll be displaying it when I'm not using it.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qc7dcce75f5,S00002,"I'm looking for a large bamboo cutting board that won't break the bank, but I also want something that actually lasts and looks good on my counter. Can you recommend something that balances durability, affordability, and style?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qbac30865c0,S00002,I need a large bamboo cutting board for meal prep but I'm on a tight budget - what's the best option that won't break the bank but will still hold up well with regular use?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q0dcb3a233e,S00002,I'm looking for a really durable large bamboo cutting board that will last me years—quality is super important since I do a lot of meal prep. What would you recommend that won't fall apart or get damaged easily?,quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qfd5881eb04,S00002,I'm looking for a large bamboo cutting board that will look really beautiful on my kitchen counter - something with a gorgeous grain pattern and design that I won't want to hide away. Does it need to be super expensive though? I just want it to be pretty and hold up well enough for daily use.,aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q899b6bb8e9,S00002,"I'm looking for a large bamboo cutting board that looks nice on my kitchen counter but won't break the bank. I want something that feels solid and durable, but I also don't want to overspend - any recommendations for one that balances good quality with a reasonable price?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qed6870671f,S00002,"I'm looking for a large bamboo cutting board that won't break the bank but still holds up well for daily cooking. I don't mind if it's not super fancy looking, I just need something practical and affordable.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q6587b9498e,S00002,"I'm looking for a large bamboo cutting board that's really built to last and won't warp or split easily after lots of use. Quality is my main concern since I use it almost daily, and while I don't want to overspend, I'm willing to invest in something that will actually hold up well over time.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q14b40fcfc2,S00002,"I'm looking for a large bamboo cutting board that would look really beautiful on my kitchen counter - something that complements my modern aesthetic. I want it to be durable and work well for meal prep, but it also needs to look stunning since I like to display my kitchen tools. What would you recommend that doesn't break the bank?",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q9260dd754a,S00002,I'm looking for a large bamboo cutting board that looks nice on my countertop and will hold up well for everyday use. I want something that balances good quality and appearance without breaking the bank—what would you recommend?,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qf59ff15f4d,S00002,I'm looking for a large bamboo cutting board for my kitchen but I'm trying to keep costs down - what's the best value option that won't fall apart after a few months?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qf864a4dfbc,S00002,"I'm looking for a high-quality large bamboo cutting board that will last me years in the kitchen - durability and craftsmanship are what matter most to me. It needs to handle heavy daily use for prep work, so I want something that won't splinter or warp easily. Budget isn't really my main concern as long as it's a solid investment.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q29ebdb9351,S00002,"I'm looking for a large bamboo cutting board that will look beautiful on my countertop or hanging on the wall – something with a really nice aesthetic that matches my kitchen decor. I want good quality that will last, but I'm also trying to keep costs reasonable.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qd068ed428a,S00002,"I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my counter. I want something that's well-made and will last, but I don't want to overspend if I can help it.",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qf822dbc30f,S00002,I'm looking for a large bamboo cutting board that won't break the bank but still holds up well in the kitchen. I prep a lot of vegetables and need something durable that won't splinter easily.,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qdf67dae165,S00002,I need a large bamboo cutting board that's really durable and built to last—I don't mind spending a bit more for something that won't wear out or get damaged easily. What are the best quality options out there?,quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q2cb34ff8e4,S00002,"I'm looking for a large bamboo cutting board that looks really beautiful in my kitchen since I use it a lot and keep it out on the counter. I want something that looks elegant and has that nice natural aesthetic, but I'd prefer something reasonably priced that's also well-made.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qe135238bba,S00002,"I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my countertop and can handle heavy use in the kitchen. I want something that's durable and will last, but I don't want to overspend either.",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q1c6ba56c0b,S00002,I need a large bamboo cutting board that won't break the bank but still holds up well for daily meal prep. What's the best option that gives me good quality without spending too much?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q06d089e38b,S00002,"I'm looking for a really high-quality, durable bamboo cutting board that can handle serious kitchen prep work - I want something that will last for years and won't warp or splinter easily. I don't mind spending a bit more if it means getting a board that's built to last, though I'd still prefer to keep it reasonably priced.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qc50b2be184,S00002,"I'm looking for a large bamboo cutting board that will look really nice displayed on my kitchen counter - something with beautiful grain patterns and a gorgeous finish that ties in with my kitchen aesthetic. I want it to be quality made so it lasts, but I'm not looking to spend a fortune on it.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q6d2937b5f0,S00002,I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my counter and can handle regular use without falling apart. What would you recommend?,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q9365fb5994,S00002,Looking for a large bamboo cutting board that won't break the bank - budget is tight but I still want something that'll last and hold up to daily use. What's the best value option out there?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qa7f47915bb,S00002,"I'm looking for a large bamboo cutting board that will hold up to heavy daily use and last for years. I want something with excellent durability and craftsmanship, even if it costs a bit more, but nothing too flashy—just a solid, reliable board for serious kitchen prep work.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qb3833ea58b,S00002,"I'm looking for a large bamboo cutting board that looks really beautiful and modern on my kitchen counter - something that would look great displayed or used when entertaining. I don't want to spend a fortune, but I'm willing to pay a bit more if it has that gorgeous aesthetic I'm going for.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q92077bbf36,S00002,"I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my counter and holds up well with regular use. What would you recommend that gives me the best balance of durability, style, and value?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qa9ca0d4944,S00002,I need a large bamboo cutting board for meal prep but I'm on a tight budget - what's the best option that won't break the bank while still being durable enough for daily use?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q6b2f649594,S00002,I need a large bamboo cutting board for my kitchen that will last for years - durability and solid construction are really important to me. Can you recommend something that's built to last?,quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q2cacebb467,S00002,"I'm looking for a large bamboo cutting board that would look really beautiful on my countertop and fit my kitchen aesthetic. I want something that looks good and will hold up reasonably well, but I'm not looking to spend a fortune on it.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q0a5c5e4a91,S00002,"I'm looking for a large bamboo cutting board that looks nice on my kitchen counter since I leave it out, but I also don't want to spend a fortune. What would you recommend that has good quality and won't break the bank?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qc32f388560,S00002,Looking for a large bamboo cutting board that won't break the bank - I need something durable for daily prep work but I'm on a tight budget. What's a good option that gives me solid quality without spending too much?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q5888035379,S00002,I'm looking for a high-quality large bamboo cutting board that will hold up well in my kitchen. I don't mind spending a bit more if it means getting something that's built to last and won't warp or crack easily.,quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qcd3efb9519,S00002,"I'm looking for a large bamboo cutting board that would actually look beautiful displayed on my kitchen counter - something with a nice natural finish that complements my aesthetic. I want good quality but it doesn't need to break the bank, I'm really just focused on finding one that looks stunning and fits my kitchen's vibe.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qb30cc17100,S00002,I'm looking for a large bamboo cutting board that won't break the bank but will actually last me a while and look nice on my counter. Something that balances good value with decent craftsmanship and style?,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q78f21892a6,S00002,I need a large bamboo cutting board that won't break the bank - what's the best option under $50 that will actually last and hold up well for everyday prep work?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q4e82ec1f22,S00002,"I'm looking for a large bamboo cutting board that will last me years with heavy kitchen use—what's the most durable option out there? Quality is really important to me, so I'm willing to invest in something that won't crack or split easily.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q3ddf8af3de,S00002,"Looking for a large bamboo cutting board that would look really beautiful on my kitchen counter—something that's visually stunning enough to leave out as decor. I want good quality that won't warp or chip, but I'm not looking to spend a fortune on it.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q663eb4343c,S00002,I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my counter - what's a good option that balances durability with style and reasonable price?,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q7e32347706,S00002,"I need a large bamboo cutting board that won't break the bank - what's the best option under $50 that will actually last and hold up to daily use? It'd be nice if it looked decent too, but honestly I'm mainly looking for something affordable that does the job well.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q559e1d9485,S00002,"I'm looking for a large bamboo cutting board that's really well-made and will last me years in the kitchen. Quality and durability are super important to me, though I'd rather not spend a fortune on it. Any recommendations for something that's both reliable and reasonably priced?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qf7457236f7,S00002,"I'm looking for a large bamboo cutting board that would look really beautiful on my kitchen counter - something with a nice natural grain pattern that I could even leave out as a decorative piece. It should be decent quality and hold up well, but I'm willing to invest a bit more if it looks absolutely gorgeous.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q1c010457e5,S00002,"I'm looking for a large bamboo cutting board that looks nice on my counter and can handle heavy kitchen prep work without breaking the bank. I want something that's well-made and will last, but I'm not trying to spend a fortune either.",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q587414d56f,S00002,I need a large bamboo cutting board for meal prep but I'm on a tight budget - what's the best option that won't break the bank but still holds up well?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q78efa892d7,S00002,"I'm looking for a really high-quality large bamboo cutting board that will hold up well in the kitchen and last for years—durability and solid craftsmanship are what matter most to me. It doesn't have to be the cheapest option out there, but I want to make sure I'm getting good value for the money. Any recommendations?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q32f9b03ae7,S00002,"I'm looking for a large bamboo cutting board that looks beautiful on my kitchen counter since I prep food right at my island. It should look elegant and match my minimalist aesthetic, but I don't want to spend a fortune on it. What's a good option that balances style with reasonable pricing?",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q80c74aa99a,S00002,I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my counter. What's a good option that's reasonably priced and will actually last through regular use?,balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q8fe4bfc782,S00002,I need a large bamboo cutting board for meal prep but I'm on a tight budget - what's the best value option that won't fall apart after a few months?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qaea19b2a7f,S00002,"I'm looking for a really durable large bamboo cutting board that will last for years in my kitchen. I don't mind spending a bit more for something that won't crack or warp, as long as it's made with quality materials and solid craftsmanship.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q8ecf859a68,S00002,"I'm looking for a large bamboo cutting board that would look really beautiful on my kitchen counter - something with a nice natural finish that I can keep out and displayed. I don't want to spend too much, but I'd rather have something that actually looks gorgeous than just a basic one.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q8cc294386e,S00002,"I'm looking for a large bamboo cutting board that looks nice on my counter and won't break the bank, but I also want something that's actually durable and will last me a while. What would you recommend?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Qb2e042047f,S00002,I need a large bamboo cutting board for meal prep but I'm trying to keep costs down - what's the best value option that won't fall apart after a few months?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q7532aae161,S00002,"I'm looking for a really high-quality large bamboo cutting board that can handle daily kitchen prep work. Quality and durability are most important to me—I want something that will last years and won't splinter or warp, even if it costs a bit more. Does anyone have recommendations for a solid, well-made board?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qdd678ba994,S00002,I'm looking for a large bamboo cutting board that would look really beautiful on my kitchen counter - something with a nice natural grain pattern that I can leave out as a showpiece. What's a good option that looks great without breaking the bank?,aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q517889ec97,S00002,"I'm looking for a large bamboo cutting board that won't break the bank but also looks nice on my counter and can actually handle some serious meal prep. What would you recommend that gives me the best balance of durability, affordability, and style?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q83488f68c4,S00002,"I need a large bamboo cutting board for meal prep but I'm on a tight budget - what's the best option that won't break the bank? I want something that'll last and hold up to regular use, but affordability is my main concern.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qf50fd6e8fc,S00002,"I'm looking for a large bamboo cutting board that's going to last me years - I use it constantly for meal prep and I want something with really solid construction and durability. It doesn't have to be the cheapest option out there, but I'm not trying to overspend either. What's the best quality board you'd recommend for the money?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q70841eef49,S00002,"I'm looking for a large bamboo cutting board that looks really beautiful on my countertop - something that would be nice to display. I want it to look good without spending too much, but I also need it to be durable enough for everyday use.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q85f428cb06,S00002,"I'm looking for a large bamboo cutting board that's good quality and looks nice on my kitchen counter, but I don't want to spend a fortune. Any recommendations for something that balances being durable, attractive, and reasonably priced?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q3beaef0990,S00002,I need a large bamboo cutting board for my kitchen but I'm on a tight budget - what's the best option that won't break the bank without sacrificing durability? Looking for something that can handle heavy use without falling apart.,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q0f60df7291,S00002,"I'm looking for a large bamboo cutting board that will last me years in the kitchen—durability and solid construction are really important to me. What's the best quality option you'd recommend, even if it costs a bit more?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q39d6c24cbd,S00002,"Looking for a large bamboo cutting board that looks really beautiful on my kitchen counter - ideally something with a natural wood grain that'll complement my farmhouse aesthetic. It should be durable enough for daily use, but honestly the look is what matters most to me since it's going to be displayed.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qe2ff5ff7c0,S00002,"I'm looking for a large bamboo cutting board that looks nice on my counter and won't break the bank, but I also want something that will hold up well to daily use. What would you recommend that balances good quality with a reasonable price and a modern aesthetic?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q9d7fc03caf,S00002,"I need a large bamboo cutting board for my kitchen that won't break the bank. I want something that's going to hold up well and last me a while, but I'm mainly looking for the best deal I can find without sacrificing durability.",price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q9f6fbd73e8,S00002,"I need a really durable large bamboo cutting board for serious kitchen work that will last for years. Quality and durability matter most to me since I cook a lot, but it should look decent on the counter too. What are some of the best ones out there that won't fall apart?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Qadfbbc8121,S00002,"I'm looking for a large bamboo cutting board that looks really beautiful on my kitchen counter since I leave it out for prep work. It needs to be sturdy and last a while, but I'm hoping to find something that won't break the bank while still having that gorgeous aesthetic I'm going for.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Qf3b3b3e5b5,S00002,"I'm looking for a large bamboo cutting board that looks nice on my counter and won't break the bank, but I also want something that will hold up well to regular use. What would you recommend that balances good quality with a reasonable price?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q90e1dccdc2,S00002,I need a large bamboo cutting board that won't break the bank but still holds up well in the kitchen - do you have anything that's good quality without spending too much? I use it for prep work pretty much daily.,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Q1a41713698,S00002,"I'm looking for a large bamboo cutting board that will last me years in my kitchen - I want something really durable and well-made, even if it costs a bit more. What would you recommend as the best quality option?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q817fbb6d33,S00002,I'm looking for a large bamboo cutting board that would look really beautiful on my kitchen counter—something that looks good enough to leave out and doubles as a serving board. Does it need to be super expensive or can I find something that looks stunning without breaking the bank?,aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q38bbd8c0e3,S00002,"I'm looking for a large bamboo cutting board that looks nice on my countertop and won't break the bank, but I also want something durable that'll last me years. Can you recommend something that balances good quality with a reasonable price and nice aesthetics?",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q6e436e912c,S00002,I need a large bamboo cutting board for meal prep but I'm on a tight budget - what's the best option that won't break the bank but still lasts a while?,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qd921a51abf,S00002,"I need a really high-quality large bamboo cutting board that'll last me years in the kitchen - durability and craftsmanship are most important to me. What's the best option out there, even if it costs a bit more?",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q464c3b8e25,S00002,"I'm looking for a large bamboo cutting board that would look beautiful on my kitchen counter - something that doubles as both functional and a nice design element. It needs to be durable enough for daily use, but honestly I'm more focused on finding something that looks gorgeous and fits my kitchen aesthetic. What would you recommend that won't break the bank?",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
Q93a804bcd5,S00002,"I'm looking for a large bamboo cutting board that won't break the bank but still looks nice on my counter. I want something durable that'll last, but I also don't want to spend a fortune since I'm just starting to upgrade my kitchen.",balanced,0.34,0.33,0.33,S00002-P01,S00002-P01,False,0.7169,0.5579,0.159
Q04e207743b,S00002,Looking for a large bamboo cutting board that won't break the bank - what's the best quality option under $50? I need something durable for daily meal prep but budget is definitely my main concern.,price_sensitive,0.6,0.3,0.1,S00002-P01,S00002-P01,False,0.8536,0.5591,0.2945
Qffbceb1876,S00002,"I'm looking for a large bamboo cutting board that will last me years - I want something really durable and well-made for food prep. It doesn't need to be fancy, but I'm willing to invest a bit more for quality craftsmanship.",quality_focused,0.2,0.7,0.1,S00002-P01,S00002-P01,False,0.7324,0.5045,0.2279
Q5b99a4047d,S00002,"Looking for a large bamboo cutting board that looks beautiful on my kitchen counter - ideally something with a nice natural finish that I can leave out as decor. It should be durable enough for daily use, but I'm really prioritizing how it looks since it's such a visible part of my kitchen aesthetic.",aesthetics_focused,0.2,0.2,0.6,S00002-P01,S00002-P01,False,0.6064,0.5884,0.018
